Time,Latitude,Longitude,counts,Temperature,Humidity,Pressure,Altitude,VOC,PM1,PM25,PM10
1712964026.09,0,0,39.0,20.04572265625,38.593893531889506,997.4444508205191,132.43093937634563,212620.0,0.0,1.0,1.0
1712964028.12,0,0,28.0,20.04552734375,38.63143195909676,997.4458686758749,132.41898353315509,212100.5,0.0,0.5,0.5
1712964030.09,0,0,39.0,20.04748046875,38.651854592693496,997.4472155202614,132.40762650635435,213869.0,0.0,0.5,0.5
1712964032.11,0,0,41.0,20.05138671875,38.672476410591166,997.4447340030797,132.42855151929393,212494.5,0.0,0.0,0.0
1712964034.1,0,0,41.0,20.057734375,38.69045555615945,997.4486798031274,132.3952791881285,213143.0,0.0,0.0,0.0
1712964036.11,0,0,32.5,20.06134765625,38.70238081839294,997.4431496755908,132.44191108493052,214004.5,1.0,1.0,1.0
1712964038.09,0,0,34.0,20.06974609375,38.71767884535147,997.4529083050268,132.35962319196653,214528.5,1.0,1.0,1.0
1712964040.11,0,0,30.0,20.0786328125,38.71857136316956,997.4470460829483,132.40905524467934,215262.0,1.0,1.0,1.0
1712964042.08,0,0,33.0,20.0794140625,38.730214924520716,997.4465496585469,132.41324125955123,215464.5,1.0,1.0,1.0
1712964044.14,0,0,33.0,20.082148437500003,38.73048963167597,997.4379115732697,132.48608072013212,216746.0,1.0,1.0,1.0
1712964046.09,0,0,37.0,20.0841015625,38.736469007529585,997.4418458674279,132.45290528164367,215666.0,1.0,1.0,1.0
1712964048.11,0,0,38.0,20.08625,38.73668465511766,997.4486750786134,132.395319082954,215865.5,1.0,1.0,1.0
1712964050.09,0,0,32.5,20.093671875,38.75767276074386,997.4560347762515,132.3332599151198,215597.5,1.0,1.0,1.0
1712964052.13,0,0,34.5,20.1028515625,38.758595654152415,997.4618459716662,132.28425847718813,215396.5,1.0,1.0,1.0
1712964054.06,0,0,34.5,20.114375,38.77132304897842,997.4540907204423,132.3496527382562,214529.0,1.0,1.0,1.0
1712964056.11,0,0,32.5,20.124140625,38.76941302943506,997.4496085995142,132.38744728613798,217422.5,1.0,1.0,1.0
1712964058.09,0,0,33.5,20.13673828125,38.7591111783444,997.4409532188246,132.46043246715857,215462.5,1.0,1.0,1.0
1712964060.09,0,0,33.0,20.13673828125,38.7591111783444,997.4409532188246,132.46043246715857,215462.5,1.0,1.0,1.0
1712964062.07,0,0,33.0,20.15158203125,38.760604196115096,997.4401422818111,132.467270606088,216477.0,1.0,1.0,1.0
1712964064.12,0,0,32.5,20.164082031249997,38.74740066662935,997.4339193365931,132.51974488561592,215663.0,1.0,1.0,1.0
1712964066.09,0,0,39.5,20.174921875,38.73981482688016,997.4276729147307,132.57241745546702,216067.0,1.0,1.0,1.0
1712964068.12,0,0,29.0,20.18263671875,38.72902332874034,997.4147863267015,132.68108368269685,217082.0,1.0,1.0,1.0
1712964070.11,0,0,33.0,20.18927734375,38.715232485992324,997.4010727275023,132.79672496835886,218588.0,1.0,1.0,1.0
1712964072.1,0,0,33.0,20.194453125,38.70129541332588,997.3945452056198,132.8517693440446,217832.0,1.0,1.0,1.0
1712964074.09,0,0,28.5,20.2005078125,38.7019039616749,997.3893994678276,132.89516185245702,218381.5,1.0,1.0,1.0
1712964076.11,0,0,33.5,20.20490234375,38.696563006136735,997.389407632758,132.89509299398688,218797.0,1.0,1.0,1.0
1712964078.09,0,0,30.5,20.2063671875,38.69381904174726,997.3986128189342,132.81746850836782,219627.0,1.0,1.0,1.0
1712964080.1,0,0,30.5,20.20919921875,38.68543004975302,997.4065168882203,132.75081636801394,219075.0,1.0,1.0,1.0
1712964082.09,0,0,43.0,20.22228515625,38.67228993382412,997.4081129206382,132.7373576890119,217901.5,1.0,1.0,1.0
1712964084.11,0,0,33.0,20.237421875,38.67091980650618,997.4060306491097,132.7549166306643,217151.0,1.0,1.0,1.0
1712964086.09,0,0,36.0,20.2587109375,38.70197346387437,997.4032671470892,132.77822019089706,215664.0,1.0,1.0,1.0
1712964088.12,0,0,29.5,20.28400390625,38.73054478173859,997.4042082353842,132.77028435883165,212882.0,1.0,1.0,1.0
1712964090.09,0,0,29.5,20.31623046875,38.742466359181236,997.4056931040496,132.7577630388326,212359.5,1.0,1.0,1.0
1712964092.11,0,0,34.0,20.35275390625,38.73457408720363,997.4061625810937,132.75380410029004,211779.5,1.0,1.5,1.5
1712964094.09,0,0,42.5,20.38908203125,38.70641587678607,997.4037304070589,132.77431371483843,212099.5,1.0,1.5,1.5
1712964096.11,0,0,33.0,20.417109375,38.65140171666542,997.4141338092038,132.6865861687863,215732.5,1.0,2.0,2.0
1712964098.09,0,0,35.5,20.43625,38.58972917363538,997.4183321562195,132.65118334093717,219836.5,1.0,2.0,2.0
1712964100.11,0,0,35.5,20.45578125,38.513670654863105,997.4171018009956,132.6615583516356,221240.5,1.0,1.0,1.0
1712964102.09,0,0,29.5,20.47443359375,38.4548837789044,997.4231190008921,132.61081822964155,223019.5,1.0,1.0,1.0
1712964104.09,0,0,31.5,20.4911328125,38.37571383026445,997.4226124847057,132.6150894618608,224463.5,1.0,1.0,1.0
1712964106.11,0,0,30.5,20.519453125,38.32082528328613,997.4248345996475,132.59635148233764,223452.0,1.0,1.5,1.5
1712964108.08,0,0,30.5,20.544941406249997,38.28297791212953,997.4260549651005,132.58606076370262,221241.0,1.0,1.5,1.5
1712964110.13,0,0,31.5,20.5676953125,38.23621187659583,997.4238379341878,132.60475585994175,221172.0,1.0,2.0,2.0
1712964112.05,0,0,28.0,20.5676953125,38.23621187659583,997.4238379341878,132.60475585994175,221172.0,1.0,2.0,2.0
1712964114.11,0,0,34.0,20.59328125,38.215693639290855,997.409667958349,132.72424470280475,219075.5,1.0,2.0,2.0
1712964116.08,0,0,37.0,20.617304687500003,38.22674519115116,997.400807893586,132.79895818626704,217695.5,1.0,2.0,2.0
1712964118.12,0,0,37.0,20.63556640625,38.21414808451992,997.3992925584013,132.8117364988932,219488.0,1.0,2.0,2.0
1712964120.09,0,0,40.0,20.65412109375,38.16697683135747,997.3990994008761,132.8133653247122,218795.0,1.0,2.0,2.0
1712964122.11,0,0,39.0,20.6716015625,38.134124594431306,997.397216623587,132.82924213485057,219005.0,1.0,2.0,2.0
1712964124.09,0,0,32.5,20.68634765625,38.103885970926285,997.3996691303614,132.80856097427395,219142.0,1.0,2.0,2.0
1712964126.11,0,0,37.0,20.69962890625,38.04757305438301,997.4084527406097,132.73449210432247,220185.5,1.0,2.0,2.0
1712964128.06,0,0,37.0,20.7118359375,38.00845442584854,997.4112308513834,132.7110654774941,220395.0,1.0,2.0,2.0
1712964130.13,0,0,27.0,20.723359375,37.97215654115669,997.4077537145071,132.74038670384266,220255.0,1.0,2.0,2.0
1712964132.09,0,0,35.5,20.73615234375,37.93887196454683,997.4123148058279,132.70192492558704,220465.5,1.0,2.0,2.0
1712964134.11,0,0,36.5,20.741718749999997,37.87033363115105,997.4124273566497,132.7009758350472,220535.0,1.0,2.0,2.0
1712964136.07,0,0,36.5,20.746210937500003,37.8161022575206,997.4281207245058,132.56864133807346,221522.0,1.0,2.0,2.0
1712964138.11,0,0,34.0,20.74826171875,37.76452428287019,997.4252991466784,132.59243423963525,222303.5,1.0,2.0,2.0
1712964140.09,0,0,31.0,20.74455078125,37.73252043314493,997.4186044203844,132.6488875189666,222232.5,1.0,2.0,2.0
1712964142.12,0,0,38.5,20.7383984375,37.69453354567953,997.4201614203143,132.63575808218997,224246.0,1.0,2.0,2.0
1712964144.09,0,0,31.0,20.7262890625,37.67321316447064,997.4184013533645,132.6505998364437,224754.5,1.0,2.0,2.0
1712964146.11,0,0,31.0,20.710957031249997,37.66020109108041,997.4124398861742,132.70087017806736,225415.5,1.0,2.0,2.0
1712964148.09,0,0,31.0,20.690546875,37.646689861033906,997.4045412108569,132.7674765122888,227783.5,1.0,2.0,2.0
1712964150.11,0,0,33.0,20.659785156250003,37.65514847964469,997.3915972622837,132.87662859239697,228385.0,1.0,2.0,2.0
1712964152.09,0,0,31.5,20.62375,37.66308671086084,997.3824487750928,132.95377528993583,228837.0,1.0,2.0,2.0
1712964154.11,0,0,36.5,20.58517578125,37.68801919355397,997.3813905544591,132.96269903865678,230819.5,1.0,2.0,2.0
1712964156.08,0,0,36.5,20.54513671875,37.70706015136005,997.3814763355426,132.96197563733722,230128.5,1.0,2.0,2.0
1712964158.11,0,0,37.0,20.5016796875,37.734389217280224,997.3830877166554,132.94838723056748,231202.5,1.0,2.0,2.0
1712964160.09,0,0,40.0,20.4626171875,37.77365539257339,997.3890091206306,132.89845353428277,231434.5,1.0,2.0,2.0
1712964162.09,0,0,35.0,20.4626171875,37.77365539257339,997.3890091206306,132.89845353428277,231434.5,0.0,1.0,1.0
1712964164.07,0,0,35.0,20.42697265625,37.79601161690688,997.3864876458989,132.91971645851234,231900.5,0.0,1.0,1.0
1712964166.12,0,0,36.0,20.386738281249997,37.83804770412752,997.3871011841109,132.91454264944713,232912.0,0.5,1.0,1.0
1712964168.09,0,0,40.5,20.35197265625,37.87200226221711,997.3911275592659,132.88058933937106,233303.5,0.5,1.0,1.0
1712964170.12,0,0,32.5,20.3192578125,37.90904189002268,997.3897435978172,132.8922599245199,233307.0,2.0,2.0,2.0
1712964172.09,0,0,39.5,20.293964843749997,37.93531172619368,997.3905326688862,132.88560587252076,232210.5,2.0,2.0,2.0
1712964174.11,0,0,39.5,20.273359375,37.97931769715112,997.3883350244287,132.9041379986399,232131.5,2.0,2.0,2.0
1712964176.09,0,0,25.5,20.255878906249997,38.023643935195715,997.3893235561435,132.89580198101237,231898.5,2.0,2.0,2.0
1712964178.11,0,0,35.5,20.23732421875,38.050595448916944,997.3886215791997,132.9017215611555,231125.5,2.0,2.0,2.0
1712964180.09,0,0,42.0,20.2157421875,38.0858906907072,997.395236484235,132.84594002308543,232834.5,2.0,2.0,2.0
1712964182.12,0,0,33.5,20.194453125000003,38.13850554770019,997.3893688422704,132.89542009472984,233147.0,2.0,2.0,2.0
1712964184.07,0,0,33.5,20.17814453125,38.185867086227475,997.3947819656833,132.84977283066775,233152.5,2.0,2.0,2.0
1712964186.12,0,0,38.0,20.166328125,38.239452732492325,997.4020814852869,132.78821854946426,232054.0,1.0,2.0,2.0
1712964188.14,0,0,35.5,20.15900390625,38.2906193503358,997.4224830485518,132.61618137632746,231280.5,1.0,2.0,2.0
1712964190.12,0,0,25.5,20.1628125,38.33425875614228,997.4474511388705,132.40563977414828,229826.0,1.0,2.0,2.0
1712964192.09,0,0,37.5,20.16037109375,38.37151640318714,997.4591399600895,132.30707630185677,229291.0,1.0,2.0,2.0
1712964194.11,0,0,37.5,20.16193359375,38.397639776343226,997.4633225028256,132.2718080409668,231511.5,1.0,2.0,2.0
1712964196.09,0,0,36.0,20.15587890625,38.40280659399865,997.4408608751164,132.46121124572912,231901.5,1.0,2.0,2.0
1712964198.11,0,0,26.5,20.139375,38.41558708255058,997.4304347291572,132.5491285877129,235044.5,1.0,2.0,2.0
1712964200.09,0,0,32.5,20.11623046875,38.419047684654245,997.4259545006219,132.58690793257927,236892.0,1.0,2.0,2.0
1712964202.1,0,0,32.5,20.079609374999997,38.42982042962487,997.4244298369324,132.59976462041027,238363.5,1.0,2.0,2.0
1712964204.09,0,0,37.5,20.02619140625,38.430260305476956,997.4292564413145,132.5590644962496,240510.5,1.0,2.0,2.0
1712964206.11,0,0,40.5,19.96994140625,38.447732841643585,997.4339276458742,132.51967481059057,243551.5,1.0,2.0,2.0
1712964208.09,0,0,37.5,19.921015625,38.47748131647061,997.4354453758285,132.50687668535355,243466.0,1.0,2.0,2.0
1712964210.09,0,0,36.5,19.921015625,38.47748131647061,997.4354453758285,132.50687668535355,243466.0,0.0,1.0,1.0
1712964212.07,0,0,36.5,19.872089843749997,38.50434730707616,997.4395392820435,132.47235527160666,242955.0,0.0,1.0,1.0
1712964214.11,0,0,35.5,19.8274609375,38.56340064448616,997.4357241261591,132.50452614677317,242192.5,0.5,1.5,1.5
1712964216.09,0,0,32.0,19.78556640625,38.62852011618783,997.4293053428628,132.5586520852317,242876.0,0.5,1.5,1.5
1712964218.12,0,0,34.0,19.73380859375,38.689784948055646,997.4142578948379,132.68553983723703,244499.0,1.0,2.0,2.0
1712964220.09,0,0,39.5,19.68400390625,38.74837023691916,997.4022742661915,132.7865928160853,244239.5,1.0,2.0,2.0
1712964222.12,0,0,39.5,19.639277343750003,38.795917367622465,997.3879283612744,132.90756729653486,246062.5,1.0,2.0,2.0
1712964224.09,0,0,31.5,19.59455078125,38.857933242314445,997.378747226704,132.98498965649458,246497.0,1.0,2.0,2.0
1712964226.09,0,0,29.0,19.55265625,38.917359108331254,997.3817720815882,132.95948167607577,246321.5,1.0,2.0,2.0
1712964228.11,0,0,37.5,19.5118359375,39.00005894100845,997.3985447521704,132.81804252137943,246146.0,1.0,2.0,2.0
1712964230.07,0,0,37.5,19.47970703125,39.06919341702066,997.4100285933725,132.72120358917851,246584.0,1.0,2.0,2.0
1712964232.12,0,0,40.0,19.4598828125,39.13090263504057,997.4210535019746,132.62823571477736,245885.0,1.0,2.0,2.0
1712964234.09,0,0,37.0,19.4440625,39.18434585280766,997.433207803118,132.5257448270782,244584.5,1.0,2.0,2.0
1712964236.12,0,0,32.5,19.434296875,39.2355173638661,997.433347813233,132.52456420577255,243211.5,1.0,1.0,2.0
1712964238.09,0,0,31.5,19.428339843750003,39.272595947195086,997.429141692857,132.56003204797054,241686.0,1.0,1.0,2.0
1712964240.11,0,0,31.5,19.42462890625,39.31280707880536,997.4336410791975,132.5220912673455,239181.0,0.5,1.0,2.0
1712964242.09,0,0,34.5,19.4219921875,39.33573781121066,997.4243206596882,132.60068528175879,240351.5,0.5,1.0,2.0
1712964244.12,0,0,33.5,19.417011718749997,39.361334999328264,997.4182047300347,132.65225786887783,243041.0,0.0,1.0,2.0
1712964246.08,0,0,29.5,19.40763671875,39.38649171162716,997.4094801721775,132.72582824193123,245192.0,0.0,1.0,2.0
1712964248.11,0,0,34.0,19.400507812500003,39.414779413276456,997.4025675352127,132.78411981930014,243726.0,1.0,1.0,2.0
1712964250.08,0,0,34.0,19.3938671875,39.43441680429149,997.3895300804251,132.894060421861,243723.0,1.0,1.0,2.0
1712964252.11,0,0,32.5,19.37892578125,39.45901915229409,997.3909997511266,132.88166711008503,245624.5,1.0,1.0,2.0
1712964254.09,0,0,28.5,19.37052734375,39.48138533159733,997.3932896182816,132.8623573344762,244583.0,1.0,1.0,2.0
1712964256.11,0,0,32.0,19.36828125,39.507280685765764,997.39147737654,132.87763942631636,243894.5,0.5,0.5,1.5
1712964258.07,0,0,32.0,19.36173828125,39.51822866938403,997.3915177294012,132.87729914770068,243894.5,0.5,0.5,1.5
1712964260.09,0,0,29.5,19.36173828125,39.51822866938403,997.3915177294012,132.87729914770068,243894.5,0.0,0.0,1.0
1712964262.09,0,0,34.0,19.3579296875,39.529454592204715,997.3950004507649,132.84793047342922,244068.5,0.0,0.0,1.0
1712964264.11,0,0,38.5,19.355,39.555288269084485,997.4093442441256,132.7269744472705,243210.5,0.5,1.0,2.0
1712964266.09,0,0,38.0,19.35802734375,39.57882641533918,997.4227257749155,132.6141341438246,242107.5,0.5,1.0,2.0
1712964268.12,0,0,38.0,19.363984375,39.59395281822185,997.4252099798748,132.59318613776423,239513.0,0.0,1.0,2.0
1712964270.09,0,0,41.0,19.371796875,39.612174533307254,997.4228601022622,132.61300141042722,239511.0,0.0,1.0,2.0
1712964272.12,0,0,32.5,19.381367187499997,39.604432582733075,997.4206919460878,132.6312843849215,240343.0,0.0,1.0,2.0
1712964274.09,0,0,40.5,19.38341796875,39.60464101949668,997.4265049880374,132.5822659927739,240259.0,0.0,1.0,2.0
1712964276.13,0,0,31.0,19.38517578125,39.62224875032852,997.4275486474403,132.57346533700132,243980.5,0.0,1.0,2.0
1712964278.06,0,0,31.0,19.378046875000003,39.6215240126742,997.4223586113935,132.61723022819092,245277.0,0.0,1.0,2.0
1712964280.12,0,0,36.0,19.36876953125,39.64091656849949,997.4172331120919,132.66045106449795,245537.0,0.0,1.0,2.0
1712964282.09,0,0,32.5,19.354609375,39.65981459268458,997.4207918438382,132.63044202207686,246409.0,0.0,1.0,2.0
1712964284.12,0,0,33.5,19.33615234375,39.66665386454436,997.408108117223,132.7373981821635,247907.0,1.0,1.0,3.0
1712964286.07,0,0,33.5,19.320625,39.69122669600323,997.4017585643919,132.79094153364625,247116.5,1.0,1.0,3.0
1712964288.12,0,0,29.0,19.3034375,39.70982073888577,997.394517925029,132.8519993979483,248262.5,1.0,1.5,2.5
1712964290.09,0,0,39.0,19.28830078125,39.72571854156207,997.3853356634654,132.92943084323576,247288.0,1.0,1.5,2.5
1712964292.12,0,0,33.0,19.274140625,39.756251282331405,997.3759671672015,133.008433343398,248618.5,1.0,2.0,2.0
1712964294.09,0,0,32.5,19.2630078125,39.79000514093728,997.3713639141629,133.04725179039878,248085.0,1.0,2.0,2.0
1712964296.13,0,0,32.5,19.25080078125,39.81202333309268,997.3685150808301,133.07127565107544,247382.0,1.0,2.0,3.0
1712964298.09,0,0,37.5,19.24005859375,39.84582704284226,997.3748634193784,133.01774107559424,248351.0,1.0,2.0,3.0
1712964300.12,0,0,35.0,19.2337109375,39.87426779377801,997.3820993401566,132.95672198991917,248085.0,1.0,2.0,3.5
1712964302.09,0,0,36.5,19.2329296875,39.89164287309896,997.3868995415096,132.91624305152544,245895.5,1.0,2.0,3.5
1712964304.13,0,0,28.0,19.234296875,39.92378852602515,997.3873290407823,132.91262119909956,245016.0,1.0,2.0,4.0
1712964306.06,0,0,28.0,19.23380859375,39.93246887161818,997.3917290067614,132.87551753969194,244068.5,1.0,2.0,4.0
